property,latitude,longitude,city,country,monthly_rate,lease_term_months,total_views
Sample Property 4236932,43.8539172,-79.3242549,Markham,Canada,1000,24,10126
Sample Property 4236933,43.8161477,-79.4245925,Thornhill,Canada,1000,24,12442
Sample Property 4236934,43.6444165,-79.5672463,Etobicoke,Canada,1000,24,13814
Sample Property 4236935,43.8252273,-79.5429636,Vaughan,Canada,1000,24,8110
Sample Property 4236936,43.7278528,-79.4550675,Toronto,Canada,1000,24,7730
Sample Property 4236937,43.656326,-79.383225,Toronto,Canada,1000,24,8364
Sample Property 4236938,43.656326,-79.383225,Toronto,Canada,1000,24,5290
Sample Property 4236939,43.8539172,-79.3242549,Markham,Canada,1000,24,12977
Sample Property 4236940,43.8539172,-79.3242549,Markham,Canada,1000,24,6478
Sample Property 4236941,43.7278528,-79.4550675,Toronto,Canada,1000,24,8104
Sample Property 4236942,13.7529438,100.4941219,Bangkok,Thailand,1000,24,5390
Sample Property 4236943,13.7529438,100.4941219,Bangkok,Thailand,1000,24,11601
Sample Property 4236944,13.7529438,100.4941219,Bangkok,Thailand,1000,24,12207
Sample Property 4236945,13.7529438,100.4941219,Bangkok,Thailand,1000,24,10893
Sample Property 4236946,13.7529438,100.4941219,Bangkok,Thailand,1000,24,5167
Sample Property 4236947,13.7529438,100.4941219,Bangkok,Thailand,1000,24,8615
Sample Property 4236948,13.7529438,100.4941219,Bangkok,Thailand,1000,24,5468
Sample Property 4236949,13.7529438,100.4941219,Bangkok,Thailand,1000,24,8693
Sample Property 4236950,13.7529438,100.4941219,Bangkok,Thailand,1000,24,5604
Sample Property 4236951,13.7529438,100.4941219,Bangkok,Thailand,1000,24,10183
Sample Property 4236952,13.7529438,100.4941219,Bangkok,Thailand,1000,24,11960
Sample Property 4236953,43.91174016,-78.69717475,Bowmanville,Canada,1000,24,12602
Sample Property 4236964,43.64327663,-79.41213012,Toronto,Canada,1000,24,8508
Sample Property 4236967,42.47070409,-71.02626801,Saugus,Canada,1000,24,5504
Sample Property 4236980,43.6437215,-79.4114031,Toronto,Canada,1000,24,8268
Sample Property 4236984,-25.8363889,28.1802778,Centurion,South Africa,1000,24,11077
Sample Property 4236985,43.6529206,-79.3849008,Toronto,Canada,1000,24,9242
Sample Property 4237021,-25.8363889,28.1802778,Centurion,South Africa,1000,24,14390
Sample Property 4237033,10.7754799,106.7021449,Ho Chi Minh,Viet Nam,1000,24,8557
Sample Property 4237034,10.7754799,106.7021449,Ho Chi Minh,Viet Nam,1000,24,11945
Sample Property 4237035,43.643761,-79.411293,Toronto,Canada,1000,24,14271
Sample Property 4237058,43.643761,-79.411293,Toronto,Canada,1000,24,6005
Sample Property 4237059,43.643761,-79.411293,Toronto,Canada,1000,24,12771
